N_params_B,D_tokens_B,Q_quality,loss,dL_dQ_quality,dL_dlnN,elasticity_N,delta_Q_quality,delta_ln_N,delta_N_percent,parameter_multiplier_for_quality_plus_0_1,parameter_reduction_percent,parameter_increase_multiplier_for_same_gain,N_equiv_B,elasticity_D,marginal_quality
0.070542,5.0,0.65,2.360326850540359,-1.5043605509754072,-0.3516996506101189,-0.1490046391369919,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.04101933200907837,1.5043605509754072
0.070542,7.020547945205479,0.65,2.3288827093049314,-1.5043605509754072,-0.3516996506101189,-0.15101647206401636,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.03804114520172018,1.5043605509754072
0.070542,9.041095890410958,0.65,2.3071992656054645,-1.5043605509754072,-0.3516996506101189,-0.15243575006852494,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.03594013821837545,1.5043605509754072
0.070542,11.061643835616438,0.65,2.290907418261721,-1.5043605509754072,-0.3516996506101189,-0.15351980084685357,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.03433537984944884,1.5043605509754072
0.070542,13.082191780821917,0.65,2.2779962940934473,-1.5043605509754072,-0.3516996506101189,-0.15438991341734445,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.03304732170926058,1.5043605509754072
0.070542,15.102739726027396,0.65,2.267384615408364,-1.5043605509754072,-0.3516996506101189,-0.1551124799119167,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.031977681197532346,1.5043605509754072
0.070542,17.123287671232877,0.65,2.2584284616921613,-1.5043605509754072,-0.3516996506101189,-0.15572760287771198,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.031067093107921943,1.5043605509754072
0.070542,19.143835616438356,0.65,2.250715480671752,-1.5043605509754072,-0.3516996506101189,-0.15626126608644023,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.030277092752297195,1.5043605509754072
0.070542,21.164383561643834,0.65,2.2439668261914454,-1.5043605509754072,-0.3516996506101189,-0.1567312165692923,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.0295814085782581,1.5043605509754072
0.070542,23.184931506849313,0.65,2.2379857553381424,-1.5043605509754072,-0.3516996506101189,-0.15715008452186496,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.028961343664507002,1.5043605509754072
0.070542,25.205479452054792,0.65,2.2326286454648794,-1.5043605509754072,-0.3516996506101189,-0.15752716033834088,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.028403145114857368,1.5043605509754072
0.070542,27.22602739726027,0.65,2.2277876809902146,-1.5043605509754072,-0.3516996506101189,-0.15786946557393397,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.02789641867498304,1.5043605509754072
0.070542,29.246575342465754,0.65,2.2233800141111546,-1.5043605509754072,-0.3516996506101189,-0.1581824287247264,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.02743312835183591,1.5043605509754072
0.070542,31.267123287671232,0.65,2.2193407089942045,-1.5043605509754072,-0.3516996506101189,-0.1584703282307238,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.02700694062069333,1.5043605509754072
0.070542,33.28767123287671,0.65,2.2156179952473813,-1.5043605509754072,-0.3516996506101189,-0.1587365923929727,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.026612780447336042,1.5043605509754072
0.070542,35.30821917808219,0.65,2.212169983724462,-1.5043605509754072,-0.3516996506101189,-0.1589840080995896,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.02624652230358969,1.5043605509754072
0.070542,37.32876712328767,0.65,2.2089623380772534,-1.5043605509754072,-0.3516996506101189,-0.159214869600832,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.02590476993037255,1.5043605509754072
0.070542,39.34931506849315,0.65,2.2059665883531645,-1.5043605509754072,-0.3516996506101189,-0.15943108679296708,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.025584696041288133,1.5043605509754072
0.070542,41.36986301369863,0.65,2.2031588864147205,-1.5043605509754072,-0.3516996506101189,-0.15963426549886847,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.025283923480444045,1.5043605509754072
0.070542,43.390410958904106,0.65,2.200519071943857,-1.5043605509754072,-0.3516996506101189,-0.15982576797184514,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.025000435656512745,1.5043605509754072
0.070542,45.410958904109584,0.65,2.1980299609595924,-1.5043605509754072,-0.3516996506101189,-0.16000675916927792,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.02473250804224528,1.5043605509754072
0.070542,47.43150684931506,0.65,2.195676796488598,-1.5043605509754072,-0.3516996506101189,-0.16017824261410837,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.024478655087452644,1.5043605509754072
0.070542,49.45205479452054,0.65,2.1934468192303838,-1.5043605509754072,-0.3516996506101189,-0.16034108852181791,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.02423758858165178,1.5043605509754072
0.070542,51.47260273972602,0.65,2.19132892826448,-1.5043605509754072,-0.3516996506101189,-0.1604960561026605,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.02400818463928954,1.5043605509754072
0.070542,53.49315068493151,0.65,2.1893134101860765,-1.5043605509754072,-0.3516996506101189,-0.16064381142224257,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.02378945726009945,1.5043605509754072
0.070542,55.513698630136986,0.65,2.1873917208515463,-1.5043605509754072,-0.3516996506101189,-0.16078494183620803,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.023580536960931976,1.5043605509754072
0.070542,57.534246575342465,0.65,2.185556308005399,-1.5043605509754072,-0.3516996506101189,-0.16091996775461256,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.02338065336053852,1.5043605509754072
0.070542,59.554794520547944,0.65,2.1838004659883854,-1.5043605509754072,-0.3516996506101189,-0.16104935230469422,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.02318912087543347,1.5043605509754072
0.070542,61.57534246575342,0.65,2.182118215850529,-1.5043605509754072,-0.3516996506101189,-0.1611735093247623,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.023005326886260346,1.5043605509754072
0.070542,63.5958904109589,0.65,2.1805042057523623,-1.5043605509754072,-0.3516996506101189,-0.16129281002178497,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.022828721882331367,1.5043605509754072
0.070542,65.61643835616438,0.65,2.1789536276955976,-1.5043605509754072,-0.3516996506101189,-0.16140758855068746,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.022658811202396843,1.5043605509754072
0.070542,67.63698630136986,0.65,2.1774621474932636,-1.5043605509754072,-0.3516996506101189,-0.16151814671727005,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.022495148072750704,1.5043605509754072
0.070542,69.65753424657534,0.65,2.1760258455475645,-1.5043605509754072,-0.3516996506101189,-0.16162475796403922,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.02233732770686498,1.5043605509754072
0.070542,71.67808219178082,0.65,2.174641166506969,-1.5043605509754072,-0.3516996506101189,-0.16172767076558137,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.022184982279099052,1.5043605509754072
0.070542,73.6986301369863,0.65,2.17330487626206,-1.5043605509754072,-0.3516996506101189,-0.16182711153486154,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.022037776622403794,1.5043605509754072
0.070542,75.71917808219177,0.65,2.172014025041278,-1.5043605509754072,-0.3516996506101189,-0.16192328712216075,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.021895404529057038,1.5043605509754072
0.070542,77.73972602739725,0.65,2.1707659156038623,-1.5043605509754072,-0.3516996506101189,-0.16201638697292853,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.02175758555631871,1.5043605509754072
0.070542,79.76027397260273,0.65,2.16955807571357,-1.5043605509754072,-0.3516996506101189,-0.16210658499862673,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.021624062256955377,1.5043605509754072
0.070542,81.78082191780821,0.65,2.1683882342246092,-1.5043605509754072,-0.3516996506101189,-0.16219404120493333,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.021494597768952857,1.5043605509754072
0.070542,83.80136986301369,0.65,2.1672543002293865,-1.5043605509754072,-0.3516996506101189,-0.16227890311390514,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.021368973710238912,1.5043605509754072
0.070542,85.82191780821917,0.65,2.1661543448126057,-1.5043605509754072,-0.3516996506101189,-0.1623613070104404,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.021246988333501287,1.5043605509754072
0.070542,87.84246575342465,0.65,2.165086585033027,-1.5043605509754072,-0.3516996506101189,-0.16244137903831404,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.021128454903687907,1.5043605509754072
0.070542,89.86301369863013,0.65,2.1640493698165337,-1.5043605509754072,-0.3516996506101189,-0.16251923616693442,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.021013200266883195,1.5043605509754072
0.070542,91.8835616438356,0.65,2.1630411674951286,-1.5043605509754072,-0.3516996506101189,-0.16259498704659348,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.020901063584251194,1.5043605509754072
0.070542,93.90410958904108,0.65,2.1620605547682614,-1.5043605509754072,-0.3516996506101189,-0.16266873276720759,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.02079189520884492,1.5043605509754072
0.070542,95.92465753424656,0.65,2.1611062068973883,-1.5043605509754072,-0.3516996506101189,-0.16274056753325403,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.020685555686474365,1.5043605509754072
0.070542,97.94520547945204,0.65,2.160176888973208,-1.5043605509754072,-0.3516996506101189,-0.1628105792657061,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.02058191486464057,1.5043605509754072
0.070542,99.96575342465752,0.65,2.1592714481187567,-1.5043605509754072,-0.3516996506101189,-0.1628788501401867,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.02048085109588836,1.5043605509754072
0.070542,101.98630136986301,0.65,2.1583888065114016,-1.5043605509754072,-0.3516996506101189,-0.16294545706923402,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.020382250523891147,1.5043605509754072
0.070542,104.0068493150685,0.65,2.1575279551233666,-1.5043605509754072,-0.3516996506101189,-0.16301047213546246,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.020286006442228013,1.5043605509754072
0.070542,106.02739726027397,0.65,2.1566879480944356,-1.5043605509754072,-0.3516996506101189,-0.16307396298146276,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.020192018717200742,1.5043605509754072
0.070542,108.04794520547945,0.65,2.1558678976622834,-1.5043605509754072,-0.3516996506101189,-0.16313599316149408,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.020100193267211408,1.5043605509754072
0.070542,110.06849315068493,0.65,2.155066969585878,-1.5043605509754072,-0.3516996506101189,-0.16319662245934854,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.020010441592216932,1.5043605509754072
0.070542,112.08904109589041,0.65,2.1542843790059347,-1.5043605509754072,-0.3516996506101189,-0.1632559071761946,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.019922680347623917,1.5043605509754072
0.070542,114.10958904109589,0.65,2.153519386693623,-1.5043605509754072,-0.3516996506101189,-0.16331390039171934,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.019836830957710837,1.5043605509754072
0.070542,116.13013698630137,0.65,2.1527712956449574,-1.5043605509754072,-0.3516996506101189,-0.16337065220146935,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.01975281926428399,1.5043605509754072
0.070542,118.15068493150685,0.65,2.1520394479836105,-1.5043605509754072,-0.3516996506101189,-0.1634262099329312,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.019670575206805926,1.5043605509754072
0.070542,120.17123287671232,0.65,2.1513232221394727,-1.5043605509754072,-0.3516996506101189,-0.16348061834258293,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.01959003253069325,1.5043605509754072
0.070542,122.1917808219178,0.65,2.1506220302742265,-1.5043605509754072,-0.3516996506101189,-0.16353391979588042,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.019511128520876515,1.5043605509754072
0.070542,124.21232876712328,0.65,2.149935315928621,-1.5043605509754072,-0.3516996506101189,-0.16358615443191105,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.019433803758057533,1.5043605509754072
0.070542,126.23287671232876,0.65,2.1492625518690898,-1.5043605509754072,-0.3516996506101189,-0.16363736031424636,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.01935800189539703,1.5043605509754072
0.070542,128.25342465753425,0.65,2.1486032381139326,-1.5043605509754072,-0.3516996506101189,-0.1636875735693504,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.019283669453623888,1.5043605509754072
0.070542,130.27397260273972,0.65,2.14795690012152,-1.5043605509754072,-0.3516996506101189,-0.1637368285137479,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.01921075563278352,1.5043605509754072
0.070542,132.29452054794518,0.65,2.1473230871249314,-1.5043605509754072,-0.3516996506101189,-0.16378515777102384,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.01913921213903949,1.5043605509754072
0.070542,134.31506849315068,0.65,2.1467013705991618,-1.5043605509754072,-0.3516996506101189,-0.1638325923796083,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.019068993025115707,1.5043605509754072
0.070542,136.33561643835617,0.65,2.146091342848521,-1.5043605509754072,-0.3516996506101189,-0.1638791618921987,0.1,-0.42774013234465375,-34.80191784864669,0.6519808215135331,34.80191784864669,1.533787447426079,0.04599203111120765,-0.019000054543118042,1.5043605509754072
